State,Age,Dummy,HHID,WorkPlaceID,CurrentLocationID
0,68,-1,401,83,401
0,40,-1,402,402,402
0,47,-1,402,26,402
0,66,-1,403,17,403
0,56,-1,403,403,403
0,66,-1,404,404,404
0,46,-1,404,404,404
0,55,-1,405,36,405
0,67,-1,405,405,405
0,68,-1,406,24,406
0,57,-1,406,89,406
0,58,-1,407,407,407
0,66,-1,407,93,407
0,41,-1,408,408,408
0,47,-1,408,9,408
0,34,-1,409,100,409
0,37,-1,409,69,409
0,65,-1,410,120,410
0,59,-1,410,410,410
0,66,-1,411,92,411
0,55,-1,411,411,411
0,55,-1,412,412,412
0,65,-1,412,45,412
0,69,-1,413,29,413
0,57,-1,413,413,413
0,34,-1,414,414,414
0,38,-1,414,22,414
0,34,-1,415,415,415
0,39,-1,415,77,415
0,59,-1,416,416,416
0,66,-1,416,109,416
0,67,-1,417,48,417
0,59,-1,417,417,417
0,30,-1,418,418,418
0,38,-1,418,2,418
0,59,-1,419,419,419
0,68,-1,419,2,419
0,56,-1,420,420,420
0,65,-1,420,42,420
0,55,-1,421,421,421
0,67,-1,421,73,421
0,58,-1,422,422,422
2,67,-1,422,3,422
0,59,-1,423,423,423
0,69,-1,423,58,423
0,65,-1,424,32,424
0,58,-1,424,24,424
0,66,-1,425,84,425
0,56,-1,425,71,425
0,58,-1,426,426,426
0,66,-1,426,426,426
0,55,-1,427,67,427
0,65,-1,427,74,427
0,48,-1,428,428,428
0,66,-1,428,428,428
0,33,-1,429,429,429
0,36,-1,429,106,429
0,58,-1,430,430,430
0,65,-1,430,430,430
0,66,-1,431,90,431
0,55,-1,431,431,431
0,67,-1,432,103,432
0,55,-1,432,432,432
0,37,-1,433,78,433
0,34,-1,433,100,433
0,30,-1,434,434,434
0,36,-1,434,65,434
0,49,-1,435,53,435
0,66,-1,435,435,435
0,66,-1,436,104,436
0,55,-1,436,92,436
0,59,-1,437,437,437
0,67,-1,437,33,437
0,57,-1,438,438,438
0,69,-1,438,70,438
0,49,-1,439,91,439
0,40,-1,439,22,439
0,57,-1,440,440,440
0,65,-1,440,440,440
0,37,-1,441,22,441
0,32,-1,441,61,441
0,32,-1,442,52,442
0,37,-1,442,68,442
0,57,-1,443,443,443
0,67,-1,443,85,443
0,66,-1,444,80,444
0,55,-1,444,118,444
0,66,-1,445,74,445
0,59,-1,445,445,445
0,68,-1,446,42,446
0,56,-1,446,28,446
0,69,-1,447,54,447
0,58,-1,447,447,447
0,66,-1,448,56,448
0,56,-1,448,53,448
0,66,-1,449,56,449
0,56,-1,449,449,449
0,38,-1,450,69,450
0,31,-1,450,450,450
0,48,-1,451,451,451
0,27,-1,451,65,451
0,69,-1,452,7,452
0,59,-1,452,452,452
0,36,-1,453,453,453
0,34,-1,453,453,453
0,69,-1,454,454,454
0,44,-1,454,95,454
0,60,-1,455,455,455
0,35,-1,455,120,455
0,30,-1,456,456,456
0,38,-1,456,30,456
0,65,-1,457,457,457
0,47,-1,457,76,457
0,65,-1,458,96,458
0,57,-1,458,55,458
0,64,-1,459,459,459
0,39,-1,459,120,459
0,55,-1,460,99,460
0,66,-1,460,17,460
0,67,-1,461,73,461
0,58,-1,461,88,461
0,64,-1,462,462,462
0,38,-1,462,103,462
0,37,-1,463,463,463
0,33,-1,463,51,463
0,55,-1,464,464,464
0,69,-1,464,36,464
0,56,-1,465,465,465
0,67,-1,465,34,465
0,46,-1,466,466,466
0,68,-1,466,466,466
0,56,-1,467,467,467
0,66,-1,467,28,467
0,32,-1,468,41,468
0,36,-1,468,115,468
0,66,-1,469,109,469
0,56,-1,469,17,469
0,58,-1,470,470,470
0,68,-1,470,81,470
0,66,-1,471,37,471
0,49,-1,471,471,471
0,44,-1,472,472,472
0,68,-1,472,472,472
0,67,-1,473,3,473
0,56,-1,473,473,473
0,33,-1,474,474,474
0,39,-1,474,120,474
0,46,-1,475,475,475
0,65,-1,475,59,475
2,67,-1,476,107,476
0,55,-1,476,476,476
0,31,-1,477,477,477
0,39,-1,477,74,477
0,59,-1,478,111,478
0,67,-1,478,21,478
0,30,-1,479,479,479
0,35,-1,479,85,479
0,38,-1,480,26,480
0,30,-1,480,480,480
0,31,-1,481,481,481
0,35,-1,481,6,481
0,42,-1,482,114,482
0,69,-1,482,482,482
0,58,-1,483,4,483
0,67,-1,483,22,483
0,34,-1,484,484,484
0,37,-1,484,1,484
0,58,-1,485,96,485
0,68,-1,485,101,485
0,39,-1,486,1,486
0,32,-1,486,486,486
0,55,-1,487,86,487
0,67,-1,487,21,487
0,58,-1,488,488,488
0,67,-1,488,107,488
0,36,-1,489,79,489
0,31,-1,489,489,489
0,58,-1,490,490,490
0,65,-1,490,90,490
0,67,-1,491,49,491
0,59,-1,491,491,491
0,35,-1,492,86,492
0,31,-1,492,31,492
0,37,-1,493,493,493
0,33,-1,493,493,493
0,57,-1,494,494,494
0,66,-1,494,87,494
0,39,-1,495,71,495
0,31,-1,495,72,495
0,56,-1,496,496,496
0,67,-1,496,23,496
0,35,-1,497,64,497
0,33,-1,497,497,497
0,49,-1,498,498,498
0,28,-1,498,101,498
0,45,-1,499,102,499
0,29,-1,499,1,499
0,48,-1,500,500,500
0,28,-1,500,53,500
0,65,-1,501,501,501
0,59,-1,501,47,501
0,64,-1,502,502,502
0,36,-1,502,88,502
0,58,-1,503,26,503
0,65,-1,503,96,503
0,37,-1,504,48,504
0,62,-1,504,504,504
0,28,-1,505,31,505
0,46,-1,505,505,505
0,31,-1,506,506,506
0,36,-1,506,506,506
0,44,-1,507,507,507
0,48,-1,507,507,507
0,69,-1,508,120,508
0,56,-1,508,45,508
0,34,-1,509,509,509
0,36,-1,509,76,509
0,58,-1,510,111,510
0,65,-1,510,81,510
0,27,-1,511,54,511
0,48,-1,511,511,511
0,66,-1,512,40,512
0,56,-1,512,70,512
0,35,-1,513,63,513
0,61,-1,513,513,513
0,55,-1,514,514,514
0,69,-1,514,1,514
0,65,-1,515,515,515
0,48,-1,515,515,515
0,35,-1,516,94,516
0,34,-1,516,516,516
0,66,-1,517,117,517
0,56,-1,517,517,517
0,65,-1,518,518,518
0,49,-1,518,518,518
0,59,-1,519,519,519
0,69,-1,519,54,519
0,59,-1,520,520,520
0,69,-1,520,520,520
0,39,-1,521,11,521
0,33,-1,521,521,521
0,56,-1,522,522,522
0,69,-1,522,8,522
0,57,-1,523,523,523
0,65,-1,523,17,523
0,69,-1,524,21,524
0,56,-1,524,1,524
0,28,-1,525,525,525
0,47,-1,525,525,525
0,34,-1,526,39,526
0,37,-1,526,67,526
0,38,-1,527,1,527
0,61,-1,527,527,527
0,36,-1,528,107,528
0,32,-1,528,528,528
0,25,-1,529,47,529
0,45,-1,529,46,529
0,33,-1,530,530,530
0,35,-1,530,42,530
0,66,-1,531,26,531
0,55,-1,531,28,531
0,36,-1,532,532,532
0,33,-1,532,532,532
0,46,-1,533,533,533
0,65,-1,533,533,533
0,56,-1,534,534,534
0,66,-1,534,50,534
0,39,-1,535,109,535
0,30,-1,535,535,535
0,69,-1,536,21,536
0,56,-1,536,536,536
0,34,-1,537,537,537
0,39,-1,537,70,537
0,26,-1,538,33,538
0,46,-1,538,48,538
0,59,-1,539,539,539
0,66,-1,539,16,539
0,56,-1,540,42,540
0,68,-1,540,28,540
0,49,-1,541,541,541
0,69,-1,541,71,541
0,66,-1,542,35,542
0,59,-1,542,542,542
0,31,-1,543,91,543
0,37,-1,543,90,543
0,59,-1,544,544,544
0,65,-1,544,69,544
0,36,-1,545,72,545
0,34,-1,545,20,545
0,39,-1,546,62,546
0,30,-1,546,546,546
0,61,-1,547,547,547
0,38,-1,547,66,547
0,40,-1,548,2,548
0,66,-1,548,548,548
0,67,-1,549,50,549
0,59,-1,549,549,549
0,36,-1,550,1,550
0,32,-1,550,550,550
0,59,-1,551,551,551
0,68,-1,551,3,551
0,65,-1,552,552,552
0,44,-1,552,552,552
0,48,-1,553,553,553
0,65,-1,553,553,553
0,32,-1,554,554,554
0,38,-1,554,113,554
0,57,-1,555,555,555
0,65,-1,555,555,555
0,61,-1,556,556,556
0,38,-1,556,98,556
0,56,-1,557,557,557
0,67,-1,557,78,557
0,59,-1,558,558,558
0,69,-1,558,115,558
0,38,-1,559,559,559
0,64,-1,559,45,559
0,43,-1,560,560,560
0,45,-1,560,13,560
0,68,-1,561,111,561
0,56,-1,561,561,561
0,67,-1,562,36,562
0,56,-1,562,87,562
0,57,-1,563,83,563
0,65,-1,563,58,563
0,34,-1,564,564,564
0,36,-1,564,89,564
0,67,-1,565,53,565
0,56,-1,565,120,565
0,66,-1,566,95,566
0,57,-1,566,121,566
0,56,-1,567,567,567
0,66,-1,567,25,567
0,68,-1,568,5,568
0,57,-1,568,108,568
0,58,-1,569,37,569
0,68,-1,569,118,569
0,65,-1,570,570,570
0,55,-1,570,100,570
0,36,-1,571,63,571
0,31,-1,571,571,571
0,67,-1,572,111,572
0,59,-1,572,47,572
0,59,-1,573,573,573
0,67,-1,573,20,573
0,56,-1,574,574,574
0,65,-1,574,108,574
0,39,-1,575,54,575
0,34,-1,575,575,575
0,28,-1,576,81,576
0,47,-1,576,576,576
0,35,-1,577,48,577
0,33,-1,577,577,577
0,56,-1,578,578,578
0,65,-1,578,578,578
0,30,-1,579,579,579
0,37,-1,579,579,579
0,32,-1,580,1,580
0,35,-1,580,17,580
0,57,-1,581,80,581
0,68,-1,581,4,581
0,47,-1,582,90,582
0,29,-1,582,37,582
0,65,-1,583,40,583
0,44,-1,583,583,583
0,67,-1,584,22,584
0,58,-1,584,62,584
0,40,-1,585,585,585
0,45,-1,585,585,585
0,56,-1,586,117,586
0,68,-1,586,110,586
0,68,-1,587,28,587
0,57,-1,587,587,587
0,58,-1,588,588,588
0,68,-1,588,1,588
0,61,-1,589,589,589
0,37,-1,589,589,589
0,38,-1,590,117,590
0,32,-1,590,590,590
0,68,-1,591,91,591
0,57,-1,591,591,591
0,41,-1,592,1,592
0,46,-1,592,103,592
0,37,-1,593,50,593
0,32,-1,593,23,593
0,31,-1,594,594,594
0,35,-1,594,113,594
0,59,-1,595,595,595
0,65,-1,595,69,595
0,55,-1,596,596,596
0,66,-1,596,1,596
0,31,-1,597,597,597
0,36,-1,597,78,597
0,42,-1,598,13,598
0,69,-1,598,598,598
0,34,-1,599,599,599
0,35,-1,599,43,599
0,69,-1,600,7,600
0,59,-1,600,100,600
0,40,-1,601,601,601
0,69,-1,601,17,601
0,69,-1,602,602,602
0,48,-1,602,602,602
0,39,-1,603,603,603
0,33,-1,603,603,603
0,59,-1,604,604,604
0,67,-1,604,91,604
0,34,-1,605,605,605
0,36,-1,605,66,605
0,68,-1,606,606,606
0,45,-1,606,37,606
0,39,-1,607,607,607
0,34,-1,607,607,607
0,69,-1,608,2,608
0,56,-1,608,608,608
0,38,-1,609,122,609
0,33,-1,609,609,609
0,55,-1,610,1,610
0,68,-1,610,48,610
0,56,-1,611,611,611
0,66,-1,611,1,611
0,38,-1,612,17,612
0,34,-1,612,89,612
0,65,-1,613,73,613
0,55,-1,613,613,613
0,68,-1,614,614,614
0,40,-1,614,614,614
0,40,-1,615,615,615
0,65,-1,615,615,615
0,39,-1,616,616,616
0,32,-1,616,616,616
0,68,-1,617,67,617
2,59,-1,617,617,617
0,39,-1,618,58,618
0,30,-1,618,45,618
0,55,-1,619,619,619
0,67,-1,619,49,619
0,69,-1,620,3,620
0,57,-1,620,620,620
0,39,-1,621,621,621
0,34,-1,621,621,621
0,66,-1,622,622,622
0,58,-1,622,622,622
0,33,-1,623,623,623
0,37,-1,623,45,623
0,65,-1,624,33,624
0,56,-1,624,624,624
0,69,-1,625,63,625
0,56,-1,625,115,625
0,33,-1,626,626,626
0,37,-1,626,62,626
0,39,-1,627,64,627
0,31,-1,627,627,627
0,37,-1,628,108,628
0,31,-1,628,628,628
0,67,-1,629,629,629
0,44,-1,629,629,629
0,66,-1,630,37,630
0,58,-1,630,630,630
0,49,-1,631,631,631
0,66,-1,631,631,631
0,34,-1,632,632,632
0,35,-1,632,632,632
0,58,-1,633,65,633
0,69,-1,633,1,633
0,65,-1,634,634,634
2,56,-1,634,634,634
0,58,-1,635,2,635
0,69,-1,635,75,635
0,25,-1,636,636,636
0,45,-1,636,636,636
0,38,-1,637,38,637
0,30,-1,637,96,637
0,59,-1,638,638,638
0,65,-1,638,62,638
0,33,-1,639,37,639
0,36,-1,639,21,639
0,69,-1,640,22,640
0,57,-1,640,640,640
0,58,-1,641,641,641
0,67,-1,641,641,641
0,47,-1,642,642,642
0,26,-1,642,64,642
0,26,-1,643,30,643
0,49,-1,643,643,643
0,66,-1,644,105,644
0,55,-1,644,45,644
0,69,-1,645,122,645
0,57,-1,645,645,645
0,69,-1,646,646,646
0,56,-1,646,646,646
0,35,-1,647,81,647
0,30,-1,647,32,647
0,35,-1,648,44,648
0,33,-1,648,4,648
0,42,-1,649,1,649
0,45,-1,649,61,649
0,59,-1,650,650,650
0,66,-1,650,46,650
0,65,-1,651,104,651
2,46,-1,651,75,651
0,30,-1,652,116,652
0,38,-1,652,90,652
0,45,-1,653,653,653
0,29,-1,653,41,653
0,69,-1,654,31,654
0,58,-1,654,19,654
0,33,-1,655,655,655
0,36,-1,655,4,655
0,36,-1,656,51,656
0,34,-1,656,656,656
0,69,-1,657,1,657
0,49,-1,657,5,657
0,69,-1,658,658,658
0,56,-1,658,658,658
0,34,-1,659,659,659
0,37,-1,659,113,659
0,56,-1,660,1,660
0,65,-1,660,58,660
0,67,-1,661,661,661
0,56,-1,661,661,661
0,69,-1,662,33,662
0,57,-1,662,662,662
0,35,-1,663,6,663
0,31,-1,663,78,663
0,39,-1,664,69,664
0,33,-1,664,664,664
0,30,-1,665,48,665
0,39,-1,665,36,665
0,39,-1,666,18,666
0,31,-1,666,666,666
0,32,-1,667,667,667
0,37,-1,667,78,667
0,68,-1,668,72,668
0,57,-1,668,668,668
0,68,-1,669,121,669
0,56,-1,669,669,669
0,46,-1,670,108,670
0,43,-1,670,25,670
0,68,-1,671,671,671
0,45,-1,671,114,671
0,41,-1,672,672,672
0,46,-1,672,21,672
0,57,-1,673,673,673
0,67,-1,673,51,673
0,38,-1,674,674,674
0,31,-1,674,2,674
0,55,-1,675,675,675
0,69,-1,675,3,675
0,38,-1,676,37,676
0,32,-1,676,76,676
0,66,-1,677,677,677
0,48,-1,677,28,677
0,58,-1,678,678,678
0,68,-1,678,68,678
0,39,-1,679,88,679
0,33,-1,679,679,679
0,65,-1,680,22,680
0,56,-1,680,680,680
0,31,-1,681,681,681
0,39,-1,681,13,681
0,69,-1,682,75,682
0,55,-1,682,682,682
0,39,-1,683,62,683
0,62,-1,683,683,683
0,39,-1,684,684,684
0,61,-1,684,684,684
0,69,-1,685,28,685
0,59,-1,685,685,685
0,37,-1,686,46,686
0,32,-1,686,686,686
0,46,-1,687,687,687
0,66,-1,687,687,687
0,65,-1,688,54,688
0,55,-1,688,121,688
0,56,-1,689,106,689
0,65,-1,689,63,689
0,36,-1,690,690,690
0,34,-1,690,109,690
0,59,-1,691,691,691
0,65,-1,691,691,691
0,69,-1,692,97,692
0,58,-1,692,692,692
0,68,-1,693,693,693
0,42,-1,693,693,693
0,31,-1,694,694,694
0,36,-1,694,50,694
0,37,-1,695,53,695
0,32,-1,695,695,695
0,49,-1,696,696,696
0,65,-1,696,696,696
0,69,-1,697,87,697
0,59,-1,697,697,697
0,56,-1,698,698,698
0,68,-1,698,110,698
0,37,-1,699,115,699
0,62,-1,699,699,699
0,67,-1,700,700,700
0,58,-1,700,700,700
0,37,-1,701,54,701
0,32,-1,701,1,701
0,69,-1,702,41,702
0,59,-1,702,702,702
0,58,-1,703,703,703
0,68,-1,703,5,703
0,68,-1,704,94,704
0,59,-1,704,704,704
0,57,-1,705,17,705
0,68,-1,705,64,705
0,66,-1,706,61,706
0,56,-1,706,706,706
0,42,-1,707,707,707
0,67,-1,707,79,707
0,57,-1,708,708,708
0,67,-1,708,3,708
0,58,-1,709,709,709
0,65,-1,709,42,709
0,59,-1,710,710,710
0,65,-1,710,121,710
0,69,-1,711,6,711
2,45,-1,711,711,711
0,31,-1,712,712,712
0,39,-1,712,712,712
0,33,-1,713,118,713
0,36,-1,713,96,713
0,31,-1,714,714,714
0,38,-1,714,2,714
0,32,-1,715,715,715
0,37,-1,715,91,715
0,48,-1,716,716,716
0,28,-1,716,34,716
0,40,-1,717,717,717
0,49,-1,717,717,717
0,56,-1,718,718,718
0,65,-1,718,73,718
0,33,-1,719,719,719
0,37,-1,719,76,719
0,30,-1,720,720,720
0,37,-1,720,89,720
0,31,-1,721,721,721
0,37,-1,721,46,721
0,69,-1,722,722,722
0,58,-1,722,722,722
0,40,-1,723,723,723
0,66,-1,723,723,723
0,30,-1,724,1,724
0,39,-1,724,91,724
0,69,-1,725,725,725
0,59,-1,725,725,725
0,69,-1,726,726,726
0,57,-1,726,726,726
0,57,-1,727,118,727
0,68,-1,727,80,727
0,57,-1,728,118,728
0,67,-1,728,93,728
0,67,-1,729,105,729
0,41,-1,729,31,729
0,67,-1,730,730,730
0,46,-1,730,2,730
0,65,-1,731,731,731
0,48,-1,731,75,731
0,39,-1,732,732,732
0,31,-1,732,6,732
0,57,-1,733,42,733
0,69,-1,733,109,733
0,57,-1,734,13,734
0,68,-1,734,1,734
0,30,-1,735,66,735
0,36,-1,735,32,735
0,69,-1,736,45,736
0,59,-1,736,736,736
